TIME,ROP5,TV07,HY_RT,SRV_HX,TV08,SRV_GZ,GRID_CORR,DBTV,TTV1,TV12,SDEP_CONT_RT,TV06,GTF_RT,BPOS,SRVAZI,GRM1,MBOT,TV10,CUREDT_RT,TV05,SRVEW,TV03,MDOA,GZ_RT,HKLD,TDH,TV04,SRV_GX,RHX_RT,GRR,BOUNCE_RT,MTOA,DRTM,PASS_NAME,DMEA,SRV_HY,SHKRSK_RT,SPM2,INCL_CONT_RT,TV02,TRPM_RT,CPPA,FVOC,SPPA,MAG_DEC,TFLO,TEMP_DNI_RT,DRILLTM_RT,SHK3TM_RT,TTV2,TV11,SHKRATE_RT,MFOP,TV14,DNI_MP,CFIA,RGX_RT,TOTAL_CORR,SRVTYPE,TQA,AJAM_MWD,RSDX,HOURS_DM_RT,SWOB,SPM1,MWTI,TVCA,RSUX,SRVTVD,SHKPK_RT,BTVD,SRVNS,DBTM,GASA,CHKP,SRV_HZ,SRV_GY,DNISTAT,ROP,SPM3,DVER,GY_RT,TV13,BITRUN,ACTC,TVT,RPM,AZIM_CONT_RT,WHIRL_RT,TVA,TF_CORR,TVDE,SRVDEPTH,MTF_RT,SRVINC,SHKTOT_RT,HZ_RT,TV09,TV01
2007-12-01T01:15:00.000Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:03.024Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:05.962Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:08.986Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:12.010Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:15.034Z,,,,,,,-0.95,,,,,,,,,,1,,,,-3.5298888,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,3.16992,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:17.971Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:20.995Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:24.019Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:27.043Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:29.981Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:33.005Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:36.029Z,,,,,,,-0.95,,,,,,,,,,1,,,,-3.5298888,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,3.16992,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:38.966Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:41.990Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:45.014Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
2007-12-01T01:15:48.038Z,,,,,,,-0.95,,,,,,,,,,1,,,,,,,,,,,,,,,,,Drilling,140.0001264,,,,,,,,,,-2.22,,,,,,,,,,14.3600424,,,-1.27,,,,,,,,,,,,,0.0201168,,0.0204216,,,,,,,,,,,1,2,,,,,,0,140.0001264,,,,,,,
